date,time,county,deaths,cases
2020-04-09,78,Cherokee,0,0
2020-04-09,78,Greenville,0,0
2020-04-09,78,Greenwood,0,0
2020-04-09,78,Laurens,0,0
2020-04-09,78,Oconee,0,0
2020-04-09,78,Pickens,0,0
2020-04-09,78,Spartanburg,0,0
2020-04-09,78,Union,0,0
2020-04-10,79,Abbeville,0,2
2020-04-10,79,Anderson,1,21
2020-04-10,79,Cherokee,0,1
2020-04-10,79,Greenville,0,40
2020-04-10,79,Greenwood,0,3
2020-04-10,79,Laurens,1,3
2020-04-10,79,Oconee,0,3
2020-04-10,79,Pickens,0,1
2020-04-10,79,Spartanburg,3,19
2020-04-10,79,Union,0,4
2020-04-11,80,Abbeville,0,0
2020-04-11,80,Anderson,0,4
2020-04-11,80,Cherokee,0,3
2020-04-11,80,Greenville,3,54
2020-04-11,80,Greenwood,0,1
2020-04-11,80,Laurens,0,2
2020-04-11,80,Oconee,0,0
2020-04-11,80,Pickens,0,5
2020-04-11,80,Spartanburg,0,11
2020-04-11,80,Union,0,1
2020-04-12,81,Abbeville,0,2
2020-04-12,81,Anderson,0,2
2020-04-12,81,Cherokee,0,0
2020-04-12,81,Greenville,1,17
2020-04-12,81,Greenwood,0,1
2020-04-12,81,Laurens,0,2
2020-04-12,81,Oconee,0,1
2020-04-12,81,Pickens,0,1
2020-04-12,81,Spartanburg,0,20
2020-04-12,81,Union,0,2
2020-04-13,82,Abbeville,0,0
2020-04-13,82,Anderson,0,4
2020-04-13,82,Cherokee,0,0
2020-04-13,82,Greenville,1,14
2020-04-13,82,Greenwood,0,0
2020-04-13,82,Laurens,0,1
2020-04-13,82,Oconee,0,1
2020-04-13,82,Pickens,0,0
2020-04-13,82,Spartanburg,0,4
2020-04-13,82,Union,0,0
2020-04-14,83,Abbeville,0,0
2020-04-14,83,Anderson,0,3
2020-04-14,83,Cherokee,0,0
2020-04-14,83,Greenville,0,7
2020-04-14,83,Greenwood,0,1
2020-04-14,83,Laurens,0,0
2020-04-14,83,Oconee,0,0
2020-04-14,83,Pickens,0,0
2020-04-14,83,Spartanburg,0,0
2020-04-14,83,Union,0,0
2020-04-15,84,Abbeville,0,0
2020-04-15,84,Anderson,0,2
2020-04-15,84,Cherokee,0,0
2020-04-15,84,Greenville,2,27
2020-04-15,84,Greenwood,0,0
2020-04-15,84,Laurens,0,0
2020-04-15,84,Oconee,0,0
2020-04-15,84,Pickens,0,6
2020-04-15,84,Spartanburg,0,16
2020-04-15,84,Union,0,1
2020-04-16,85,Abbeville,0,1
2020-04-16,85,Anderson,0,3
2020-04-16,85,Cherokee,0,0
2020-04-16,85,Greenville,1,27
2020-04-16,85,Greenwood,0,1
2020-04-16,85,Laurens,0,0
2020-04-16,85,Oconee,0,0
2020-04-16,85,Pickens,0,0
2020-04-16,85,Spartanburg,1,1
2020-04-16,85,Union,0,0
2020-04-17,86,Abbeville,0,0
2020-04-17,86,Anderson,0,5
2020-04-17,86,Cherokee,0,4
2020-04-17,86,Greenville,0,36
2020-04-17,86,Greenwood,0,12
2020-04-17,86,Laurens,0,4
2020-04-17,86,Oconee,0,0
2020-04-17,86,Pickens,0,3
2020-04-17,86,Spartanburg,0,8
2020-04-17,86,Union,0,0
2020-04-18,87,Abbeville,0,0
2020-04-18,87,Anderson,0,8
2020-04-18,87,Cherokee,0,1
2020-04-18,87,Greenville,0,11
2020-04-18,87,Greenwood,0,1
2020-04-18,87,Laurens,0,1
2020-04-18,87,Oconee,0,0
2020-04-18,87,Pickens,0,-1
2020-04-18,87,Spartanburg,0,5
2020-04-18,87,Union,0,0
2020-04-19,88,Abbeville,0,5
2020-04-19,88,Anderson,0,6
2020-04-19,88,Cherokee,0,0
2020-04-19,88,Greenville,0,39
2020-04-19,88,Greenwood,0,2
2020-04-19,88,Laurens,0,0
2020-04-19,88,Oconee,0,2
2020-04-19,88,Pickens,0,2
2020-04-19,88,Spartanburg,0,7
2020-04-19,88,Union,0,0
2020-04-20,89,Abbeville,0,2
2020-04-20,89,Anderson,0,-1
2020-04-20,89,Cherokee,0,0
2020-04-20,89,Greenville,0,6
2020-04-20,89,Greenwood,0,2
2020-04-20,89,Laurens,0,1
2020-04-20,89,Oconee,0,1
2020-04-20,89,Pickens,0,1
2020-04-20,89,Spartanburg,0,2
2020-04-20,89,Union,0,1
2020-04-21,90,Abbeville,0,0
2020-04-21,90,Anderson,0,2
2020-04-21,90,Cherokee,0,1
2020-04-21,90,Greenville,0,6
2020-04-21,90,Greenwood,0,1
2020-04-21,90,Laurens,0,0
2020-04-21,90,Oconee,0,0
2020-04-21,90,Pickens,0,0
2020-04-21,90,Spartanburg,0,6
2020-04-21,90,Union,0,0
2020-04-22,91,Abbeville,0,0
2020-04-22,91,Anderson,0,0
2020-04-22,91,Cherokee,0,0
2020-04-22,91,Greenville,0,0
2020-04-22,91,Greenwood,0,0
2020-04-22,91,Laurens,0,0
2020-04-22,91,Oconee,0,0
2020-04-22,91,Pickens,0,-1
2020-04-22,91,Spartanburg,0,0
2020-04-22,91,Union,0,0
2020-04-23,92,Abbeville,0,5
2020-04-23,92,Anderson,0,1
2020-04-23,92,Cherokee,0,0
2020-04-23,92,Greenville,2,38
2020-04-23,92,Greenwood,0,4
2020-04-23,92,Laurens,0,1
2020-04-23,92,Oconee,0,2
2020-04-23,92,Pickens,0,3
2020-04-23,92,Spartanburg,2,8
2020-04-23,92,Union,0,0
2020-04-24,93,Abbeville,0,1
2020-04-24,93,Anderson,1,2
2020-04-24,93,Cherokee,0,-1
2020-04-24,93,Greenville,0,22
2020-04-24,93,Greenwood,0,0
2020-04-24,93,Laurens,0,0
2020-04-24,93,Oconee,0,1
2020-04-24,93,Pickens,0,3
2020-04-24,93,Spartanburg,1,10
2020-04-24,93,Union,0,0
2020-04-25,94,Abbeville,0,1
2020-04-25,94,Anderson,0,3
2020-04-25,94,Cherokee,0,0
2020-04-25,94,Greenville,2,-1
2020-04-25,94,Greenwood,0,1
2020-04-25,94,Laurens,0,0
2020-04-25,94,Oconee,0,0
2020-04-25,94,Pickens,0,0
2020-04-25,94,Spartanburg,0,1
2020-04-25,94,Union,0,1
2020-04-26,95,Abbeville,0,0
2020-04-26,95,Anderson,0,-2
2020-04-26,95,Cherokee,0,1
2020-04-26,95,Greenville,1,7
2020-04-26,95,Greenwood,0,1
2020-04-26,95,Laurens,0,1
2020-04-26,95,Oconee,0,0
2020-04-26,95,Pickens,0,0
2020-04-26,95,Spartanburg,0,5
2020-04-26,95,Union,0,0
2020-04-27,96,Abbeville,0,3
2020-04-27,96,Anderson,0,7
2020-04-27,96,Cherokee,0,0
2020-04-27,96,Greenville,3,45
2020-04-27,96,Greenwood,0,1
2020-04-27,96,Laurens,0,7
2020-04-27,96,Oconee,0,2
2020-04-27,96,Pickens,0,5
2020-04-27,96,Spartanburg,0,6
2020-04-27,96,Union,0,0
2020-04-28,97,Abbeville,0,2
2020-04-28,97,Anderson,0,4
2020-04-28,97,Cherokee,0,1
2020-04-28,97,Greenville,1,40
2020-04-28,97,Greenwood,0,1
2020-04-28,97,Laurens,0,6
2020-04-28,97,Oconee,0,2
2020-04-28,97,Pickens,0,4
2020-04-28,97,Spartanburg,0,6
2020-04-28,97,Union,0,0
2020-04-29,98,Abbeville,0,0
2020-04-29,98,Anderson,0,3
2020-04-29,98,Cherokee,0,0
2020-04-29,98,Greenville,2,12
2020-04-29,98,Greenwood,0,1
2020-04-29,98,Laurens,0,3
2020-04-29,98,Oconee,0,0
2020-04-29,98,Pickens,0,1
2020-04-29,98,Spartanburg,0,3
2020-04-29,98,Union,0,0
2020-04-30,99,Abbeville,0,0
2020-04-30,99,Anderson,0,5
2020-04-30,99,Cherokee,0,0
2020-04-30,99,Greenville,12,28
2020-04-30,99,Greenwood,0,0
2020-04-30,99,Laurens,0,0
2020-04-30,99,Oconee,0,0
2020-04-30,99,Pickens,0,0
2020-04-30,99,Spartanburg,1,4
2020-04-30,99,Union,0,0
2020-05-01,100,Abbeville,0,2
2020-05-01,100,Anderson,2,3
2020-05-01,100,Cherokee,0,2
2020-05-01,100,Greenville,3,33
2020-05-01,100,Greenwood,0,3
2020-05-01,100,Laurens,0,1
2020-05-01,100,Oconee,0,0
2020-05-01,100,Pickens,1,0
2020-05-01,100,Spartanburg,0,25
2020-05-01,100,Union,0,1
2020-05-02,101,Abbeville,0,0
2020-05-02,101,Anderson,0,4
2020-05-02,101,Cherokee,0,0
2020-05-02,101,Greenville,1,8
2020-05-02,101,Greenwood,0,0
2020-05-02,101,Laurens,0,1
2020-05-02,101,Oconee,0,0
2020-05-02,101,Pickens,0,3
2020-05-02,101,Spartanburg,2,8
2020-05-02,101,Union,0,0
2020-05-03,102,Abbeville,0,0
2020-05-03,102,Anderson,0,5
2020-05-03,102,Cherokee,0,0
2020-05-03,102,Greenville,1,19
2020-05-03,102,Greenwood,0,4
2020-05-03,102,Laurens,1,0
2020-05-03,102,Oconee,0,1
2020-05-03,102,Pickens,0,1
2020-05-03,102,Spartanburg,0,7
2020-05-03,102,Union,0,0
2020-05-04,103,Abbeville,0,2
2020-05-04,103,Anderson,0,2
2020-05-04,103,Cherokee,0,0
2020-05-04,103,Greenville,1,8
2020-05-04,103,Greenwood,0,2
2020-05-04,103,Laurens,0,0
2020-05-04,103,Oconee,0,1
2020-05-04,103,Pickens,0,0
2020-05-04,103,Spartanburg,1,6
2020-05-04,103,Union,0,0
2020-05-05,104,Abbeville,0,0
2020-05-05,104,Anderson,0,0
2020-05-05,104,Cherokee,0,1
2020-05-05,104,Greenville,2,31
2020-05-05,104,Greenwood,0,0
2020-05-05,104,Laurens,0,1
2020-05-05,104,Oconee,0,1
2020-05-05,104,Pickens,0,1
2020-05-05,104,Spartanburg,0,7
2020-05-05,104,Union,0,0
2020-05-06,105,Abbeville,0,0
2020-05-06,105,Anderson,0,1
2020-05-06,105,Cherokee,0,0
2020-05-06,105,Greenville,0,8
2020-05-06,105,Greenwood,0,2
2020-05-06,105,Laurens,0,1
2020-05-06,105,Oconee,0,2
2020-05-06,105,Pickens,0,2
2020-05-06,105,Spartanburg,0,2
2020-05-06,105,Union,0,0
2020-05-07,106,Abbeville,0,0
2020-05-07,106,Anderson,0,1
2020-05-07,106,Cherokee,0,1
2020-05-07,106,Greenville,0,7
2020-05-07,106,Greenwood,0,4
2020-05-07,106,Laurens,0,0
2020-05-07,106,Oconee,0,2
2020-05-07,106,Pickens,0,0
2020-05-07,106,Spartanburg,0,1
2020-05-07,106,Union,0,0
2020-05-08,107,Abbeville,0,1
2020-05-08,107,Anderson,0,9
2020-05-08,107,Cherokee,0,2
2020-05-08,107,Greenville,0,32
2020-05-08,107,Greenwood,0,0
2020-05-08,107,Laurens,0,2
2020-05-08,107,Oconee,0,1
2020-05-08,107,Pickens,0,1
2020-05-08,107,Spartanburg,0,7
2020-05-08,107,Union,0,1
2020-05-09,108,Abbeville,0,0
2020-05-09,108,Anderson,0,-1
2020-05-09,108,Cherokee,0,0
2020-05-09,108,Greenville,2,34
2020-05-09,108,Greenwood,0,1
2020-05-09,108,Laurens,0,2
2020-05-09,108,Oconee,0,4
2020-05-09,108,Pickens,0,1
2020-05-09,108,Spartanburg,0,8
2020-05-09,108,Union,0,2
2020-05-10,109,Abbeville,0,0
2020-05-10,109,Anderson,0,3
2020-05-10,109,Cherokee,0,1
2020-05-10,109,Greenville,1,43
2020-05-10,109,Greenwood,0,0
2020-05-10,109,Laurens,0,0
2020-05-10,109,Oconee,0,1
2020-05-10,109,Pickens,0,5
2020-05-10,109,Spartanburg,0,3
2020-05-10,109,Union,0,1
2020-05-11,110,Abbeville,0,0
2020-05-11,110,Anderson,0,1
2020-05-11,110,Cherokee,0,0
2020-05-11,110,Greenville,0,21
2020-05-11,110,Greenwood,0,0
2020-05-11,110,Laurens,0,1
2020-05-11,110,Oconee,0,0
2020-05-11,110,Pickens,0,5
2020-05-11,110,Spartanburg,0,7
2020-05-11,110,Union,0,0
2020-05-12,111,Abbeville,0,0
2020-05-12,111,Anderson,0,1
2020-05-12,111,Cherokee,0,0
2020-05-12,111,Greenville,0,13
2020-05-12,111,Greenwood,0,1
2020-05-12,111,Laurens,0,1
2020-05-12,111,Oconee,0,0
2020-05-12,111,Pickens,0,0
2020-05-12,111,Spartanburg,0,3
2020-05-12,111,Union,0,1
2020-05-13,112,Abbeville,0,0
2020-05-13,112,Anderson,0,2
2020-05-13,112,Cherokee,0,0
2020-05-13,112,Greenville,0,25
2020-05-13,112,Greenwood,0,0
2020-05-13,112,Laurens,0,-1
2020-05-13,112,Oconee,0,2
2020-05-13,112,Pickens,0,4
2020-05-13,112,Spartanburg,1,5
2020-05-13,112,Union,0,0
2020-05-14,113,Abbeville,0,0
2020-05-14,113,Anderson,0,3
2020-05-14,113,Cherokee,0,0
2020-05-14,113,Greenville,1,10
2020-05-14,113,Greenwood,0,4
2020-05-14,113,Laurens,0,0
2020-05-14,113,Oconee,0,0
2020-05-14,113,Pickens,0,8
2020-05-14,113,Spartanburg,0,3
2020-05-14,113,Union,0,0
2020-05-15,114,Abbeville,0,0
2020-05-15,114,Anderson,0,10
2020-05-15,114,Cherokee,0,0
2020-05-15,114,Greenville,0,15
2020-05-15,114,Greenwood,1,1
2020-05-15,114,Laurens,1,3
2020-05-15,114,Oconee,0,2
2020-05-15,114,Pickens,1,2
2020-05-15,114,Spartanburg,0,4
2020-05-15,114,Union,0,0
2020-05-16,115,Abbeville,0,0
2020-05-16,115,Anderson,0,1
2020-05-16,115,Cherokee,1,1
2020-05-16,115,Greenville,0,25
2020-05-16,115,Greenwood,0,1
2020-05-16,115,Laurens,0,7
2020-05-16,115,Oconee,0,1
2020-05-16,115,Pickens,1,2
2020-05-16,115,Spartanburg,0,18
2020-05-16,115,Union,0,0
2020-05-17,116,Abbeville,0,0
2020-05-17,116,Anderson,0,4
2020-05-17,116,Cherokee,0,0
2020-05-17,116,Greenville,0,37
2020-05-17,116,Greenwood,0,0
2020-05-17,116,Laurens,0,0
2020-05-17,116,Oconee,0,-1
2020-05-17,116,Pickens,0,2
2020-05-17,116,Spartanburg,0,7
2020-05-17,116,Union,0,0
2020-05-18,117,Abbeville,0,1
2020-05-18,117,Anderson,0,1
2020-05-18,117,Cherokee,0,0
2020-05-18,117,Greenville,0,37
2020-05-18,117,Greenwood,0,0
2020-05-18,117,Laurens,0,0
2020-05-18,117,Oconee,0,0
2020-05-18,117,Pickens,0,2
2020-05-18,117,Spartanburg,0,16
2020-05-18,117,Union,0,0
2020-05-19,118,Abbeville,0,0
2020-05-19,118,Anderson,0,-1
2020-05-19,118,Cherokee,0,1
2020-05-19,118,Greenville,0,21
2020-05-19,118,Greenwood,0,2
2020-05-19,118,Laurens,0,0
2020-05-19,118,Oconee,0,0
2020-05-19,118,Pickens,0,0
2020-05-19,118,Spartanburg,0,8
2020-05-19,118,Union,0,0
2020-05-20,119,Abbeville,0,1
2020-05-20,119,Anderson,0,5
2020-05-20,119,Cherokee,1,1
2020-05-20,119,Greenville,4,29
2020-05-20,119,Greenwood,0,1
2020-05-20,119,Laurens,0,0
2020-05-20,119,Oconee,0,0
2020-05-20,119,Pickens,0,1
2020-05-20,119,Spartanburg,0,4
2020-05-20,119,Union,0,0
2020-05-21,120,Abbeville,0,0
2020-05-21,120,Anderson,0,2
2020-05-21,120,Cherokee,0,0
2020-05-21,120,Greenville,0,10
2020-05-21,120,Greenwood,0,0
2020-05-21,120,Laurens,0,0
2020-05-21,120,Oconee,0,0
2020-05-21,120,Pickens,0,3
2020-05-21,120,Spartanburg,0,4
2020-05-21,120,Union,0,0
2020-05-22,121,Abbeville,0,0
2020-05-22,121,Anderson,0,4
2020-05-22,121,Cherokee,0,0
2020-05-22,121,Greenville,0,25
2020-05-22,121,Greenwood,0,4
2020-05-22,121,Laurens,0,0
2020-05-22,121,Oconee,0,0
2020-05-22,121,Pickens,0,7
2020-05-22,121,Spartanburg,1,6
2020-05-22,121,Union,0,0
2020-05-23,122,Abbeville,0,0
2020-05-23,122,Anderson,0,2
2020-05-23,122,Cherokee,0,1
2020-05-23,122,Greenville,0,20
2020-05-23,122,Greenwood,0,3
2020-05-23,122,Laurens,0,0
2020-05-23,122,Oconee,0,1
2020-05-23,122,Pickens,0,6
2020-05-23,122,Spartanburg,2,18
2020-05-23,122,Union,0,0
2020-05-24,123,Abbeville,0,-1
2020-05-24,123,Anderson,0,-1
2020-05-24,123,Cherokee,0,1
2020-05-24,123,Greenville,0,31
2020-05-24,123,Greenwood,0,3
2020-05-24,123,Laurens,0,0
2020-05-24,123,Oconee,0,1
2020-05-24,123,Pickens,0,4
2020-05-24,123,Spartanburg,0,11
2020-05-24,123,Union,0,0
2020-05-25,124,Abbeville,0,0
2020-05-25,124,Anderson,0,0
2020-05-25,124,Cherokee,0,2
2020-05-25,124,Greenville,3,55
2020-05-25,124,Greenwood,0,0
2020-05-25,124,Laurens,0,1
2020-05-25,124,Oconee,0,4
2020-05-25,124,Pickens,0,6
2020-05-25,124,Spartanburg,1,21
2020-05-25,124,Union,0,0
2020-05-26,125,Abbeville,0,0
2020-05-26,125,Anderson,0,0
2020-05-26,125,Cherokee,0,0
2020-05-26,125,Greenville,0,14
2020-05-26,125,Greenwood,0,0
2020-05-26,125,Laurens,0,0
2020-05-26,125,Oconee,0,0
2020-05-26,125,Pickens,0,4
2020-05-26,125,Spartanburg,0,5
2020-05-26,125,Union,0,0
2020-05-27,126,Abbeville,0,0
2020-05-27,126,Anderson,0,3
2020-05-27,126,Cherokee,0,3
2020-05-27,126,Greenville,2,44
2020-05-27,126,Greenwood,0,10
2020-05-27,126,Laurens,0,1
2020-05-27,126,Oconee,0,0
2020-05-27,126,Pickens,0,3
2020-05-27,126,Spartanburg,1,36
2020-05-27,126,Union,0,3
2020-05-28,127,Abbeville,0,0
2020-05-28,127,Anderson,0,1
2020-05-28,127,Cherokee,0,0
2020-05-28,127,Greenville,0,20
2020-05-28,127,Greenwood,0,11
2020-05-28,127,Laurens,0,1
2020-05-28,127,Oconee,0,1
2020-05-28,127,Pickens,0,1
2020-05-28,127,Spartanburg,1,17
2020-05-28,127,Union,0,1
2020-05-29,128,Abbeville,0,2
2020-05-29,128,Anderson,0,4
2020-05-29,128,Cherokee,0,0
2020-05-29,128,Greenville,1,18
2020-05-29,128,Greenwood,0,18
2020-05-29,128,Laurens,0,3
2020-05-29,128,Oconee,0,1
2020-05-29,128,Pickens,0,1
2020-05-29,128,Spartanburg,0,5
2020-05-29,128,Union,0,0
2020-05-30,129,Abbeville,0,2
2020-05-30,129,Anderson,0,8
2020-05-30,129,Cherokee,0,2
2020-05-30,129,Greenville,1,79
2020-05-30,129,Greenwood,0,7
2020-05-30,129,Laurens,1,2
2020-05-30,129,Oconee,0,1
2020-05-30,129,Pickens,0,9
2020-05-30,129,Spartanburg,1,21
2020-05-30,129,Union,0,1
2020-05-31,130,Abbeville,0,0
2020-05-31,130,Anderson,0,0
2020-05-31,130,Cherokee,0,0
2020-05-31,130,Greenville,0,8
2020-05-31,130,Greenwood,0,1
2020-05-31,130,Laurens,0,2
2020-05-31,130,Oconee,0,0
2020-05-31,130,Pickens,0,2
2020-05-31,130,Spartanburg,0,1
2020-05-31,130,Union,0,0
2020-06-01,131,Abbeville,0,3
2020-06-01,131,Anderson,1,5
2020-06-01,131,Cherokee,0,5
2020-06-01,131,Greenville,0,150
2020-06-01,131,Greenwood,0,13
2020-06-01,131,Laurens,0,0
2020-06-01,131,Oconee,0,0
2020-06-01,131,Pickens,0,18
2020-06-01,131,Spartanburg,0,61
2020-06-01,131,Union,0,1
2020-06-02,132,Abbeville,0,2
2020-06-02,132,Anderson,0,2
2020-06-02,132,Cherokee,0,4
2020-06-02,132,Greenville,0,71
2020-06-02,132,Greenwood,0,5
2020-06-02,132,Laurens,0,1
2020-06-02,132,Oconee,0,4
2020-06-02,132,Pickens,0,6
2020-06-02,132,Spartanburg,0,20
2020-06-02,132,Union,0,0
2020-06-03,133,Abbeville,0,2
2020-06-03,133,Anderson,0,3
2020-06-03,133,Cherokee,0,0
2020-06-03,133,Greenville,0,65
2020-06-03,133,Greenwood,0,1
2020-06-03,133,Laurens,0,1
2020-06-03,133,Oconee,0,1
2020-06-03,133,Pickens,0,10
2020-06-03,133,Spartanburg,0,8
2020-06-03,133,Union,0,3
2020-06-04,134,Abbeville,0,0
2020-06-04,134,Anderson,0,0
2020-06-04,134,Cherokee,0,0
2020-06-04,134,Greenville,0,51
2020-06-04,134,Greenwood,1,0
2020-06-04,134,Laurens,0,0
2020-06-04,134,Oconee,0,0
2020-06-04,134,Pickens,1,0
2020-06-04,134,Spartanburg,3,0
2020-06-04,134,Union,0,0
2020-06-05,135,Abbeville,0,0
2020-06-05,135,Anderson,0,0
2020-06-05,135,Cherokee,0,0
2020-06-05,135,Greenville,1,56
2020-06-05,135,Greenwood,0,0
2020-06-05,135,Laurens,0,0
2020-06-05,135,Oconee,0,0
2020-06-05,135,Pickens,0,0
2020-06-05,135,Spartanburg,2,0
2020-06-05,135,Union,0,0
2020-06-06,136,Abbeville,0,1
2020-06-06,136,Anderson,0,19
2020-06-06,136,Cherokee,2,6
2020-06-06,136,Greenville,1,77
2020-06-06,136,Greenwood,0,12
2020-06-06,136,Laurens,0,8
2020-06-06,136,Oconee,0,0
2020-06-06,136,Pickens,0,12
2020-06-06,136,Spartanburg,5,56
2020-06-06,136,Union,0,0
2020-06-07,137,Abbeville,0,0
2020-06-07,137,Anderson,0,0
2020-06-07,137,Cherokee,1,0
2020-06-07,137,Greenville,0,80
2020-06-07,137,Greenwood,1,0
2020-06-07,137,Laurens,0,0
2020-06-07,137,Oconee,0,0
2020-06-07,137,Pickens,0,0
2020-06-07,137,Spartanburg,0,0
2020-06-07,137,Union,0,0
2020-06-08,138,Abbeville,0,4
2020-06-08,138,Anderson,0,16
2020-06-08,138,Cherokee,0,20
2020-06-08,138,Greenville,0,57
2020-06-08,138,Greenwood,-1,12
2020-06-08,138,Laurens,0,11
2020-06-08,138,Oconee,0,3
2020-06-08,138,Pickens,0,11
2020-06-08,138,Spartanburg,0,81
2020-06-08,138,Union,0,1
2020-06-09,139,Abbeville,0,7
2020-06-09,139,Anderson,0,1
2020-06-09,139,Cherokee,0,1
2020-06-09,139,Greenville,1,99
2020-06-09,139,Greenwood,1,11
2020-06-09,139,Laurens,0,4
2020-06-09,139,Oconee,0,3
2020-06-09,139,Pickens,0,10
2020-06-09,139,Spartanburg,1,31
2020-06-09,139,Union,0,0
2020-06-10,140,Abbeville,0,2
2020-06-10,140,Anderson,0,9
2020-06-10,140,Cherokee,0,4
2020-06-10,140,Greenville,2,47
2020-06-10,140,Greenwood,1,15
2020-06-10,140,Laurens,0,5
2020-06-10,140,Oconee,0,0
2020-06-10,140,Pickens,0,5
2020-06-10,140,Spartanburg,0,12
2020-06-10,140,Union,0,0
2020-06-11,141,Abbeville,0,0
2020-06-11,141,Anderson,0,-2
2020-06-11,141,Cherokee,0,2
2020-06-11,141,Greenville,3,149
2020-06-11,141,Greenwood,0,1
2020-06-11,141,Laurens,0,4
2020-06-11,141,Oconee,0,4
2020-06-11,141,Pickens,0,14
2020-06-11,141,Spartanburg,1,10
2020-06-11,141,Union,0,0
2020-06-12,142,Abbeville,0,3
2020-06-12,142,Anderson,0,8
2020-06-12,142,Cherokee,0,2
2020-06-12,142,Greenville,2,121
2020-06-12,142,Greenwood,1,36
2020-06-12,142,Laurens,0,8
2020-06-12,142,Oconee,0,5
2020-06-12,142,Pickens,0,16
2020-06-12,142,Spartanburg,5,8
2020-06-12,142,Union,0,1
2020-06-13,143,Abbeville,0,-1
2020-06-13,143,Anderson,0,11
2020-06-13,143,Cherokee,0,8
2020-06-13,143,Greenville,0,132
2020-06-13,143,Greenwood,0,24
2020-06-13,143,Laurens,0,11
2020-06-13,143,Oconee,0,3
2020-06-13,143,Pickens,0,20
2020-06-13,143,Spartanburg,0,44
2020-06-13,143,Union,0,1
2020-06-14,144,Abbeville,0,1
2020-06-14,144,Anderson,0,10
2020-06-14,144,Cherokee,1,5
2020-06-14,144,Greenville,2,155
2020-06-14,144,Greenwood,0,14
2020-06-14,144,Laurens,0,9
2020-06-14,144,Oconee,0,3
2020-06-14,144,Pickens,0,19
2020-06-14,144,Spartanburg,0,51
2020-06-14,144,Union,0,2
2020-06-15,145,Abbeville,0,4
2020-06-15,145,Anderson,0,25
2020-06-15,145,Cherokee,0,1
2020-06-15,145,Greenville,0,141
2020-06-15,145,Greenwood,0,31
2020-06-15,145,Laurens,0,11
2020-06-15,145,Oconee,0,5
2020-06-15,145,Pickens,0,15
2020-06-15,145,Spartanburg,0,21
2020-06-15,145,Union,0,1
2020-06-16,146,Abbeville,0,3
2020-06-16,146,Anderson,0,6
2020-06-16,146,Cherokee,0,1
2020-06-16,146,Greenville,0,91
2020-06-16,146,Greenwood,0,8
2020-06-16,146,Laurens,0,23
2020-06-16,146,Oconee,0,6
2020-06-16,146,Pickens,0,7
2020-06-16,146,Spartanburg,0,33
2020-06-16,146,Union,0,1
2020-06-17,147,Abbeville,0,3
2020-06-17,147,Anderson,0,5
2020-06-17,147,Cherokee,0,0
2020-06-17,147,Greenville,0,61
2020-06-17,147,Greenwood,0,3
2020-06-17,147,Laurens,0,8
2020-06-17,147,Oconee,0,7
2020-06-17,147,Pickens,0,23
2020-06-17,147,Spartanburg,0,34
2020-06-17,147,Union,0,2
2020-06-18,148,Abbeville,0,0
2020-06-18,148,Anderson,1,9
2020-06-18,148,Cherokee,0,3
2020-06-18,148,Greenville,1,71
2020-06-18,148,Greenwood,0,5
2020-06-18,148,Laurens,0,8
2020-06-18,148,Oconee,0,1
2020-06-18,148,Pickens,0,22
2020-06-18,148,Spartanburg,-1,20
2020-06-18,148,Union,0,1
2020-06-19,149,Abbeville,0,0
2020-06-19,149,Anderson,0,14
2020-06-19,149,Cherokee,0,1
2020-06-19,149,Greenville,0,163
2020-06-19,149,Greenwood,0,2
2020-06-19,149,Laurens,0,10
2020-06-19,149,Oconee,0,5
2020-06-19,149,Pickens,0,19
2020-06-19,149,Spartanburg,0,42
2020-06-19,149,Union,0,3
2020-06-20,150,Abbeville,0,0
2020-06-20,150,Anderson,0,25
2020-06-20,150,Cherokee,0,2
2020-06-20,150,Greenville,3,107
2020-06-20,150,Greenwood,0,23
2020-06-20,150,Laurens,0,13
2020-06-20,150,Oconee,0,5
2020-06-20,150,Pickens,0,62
2020-06-20,150,Spartanburg,2,58
2020-06-20,150,Union,0,1
2020-06-21,151,Abbeville,0,13
2020-06-21,151,Anderson,0,23
2020-06-21,151,Cherokee,0,4
2020-06-21,151,Greenville,0,123
2020-06-21,151,Greenwood,0,8
2020-06-21,151,Laurens,0,17
2020-06-21,151,Oconee,1,5
2020-06-21,151,Pickens,0,35
2020-06-21,151,Spartanburg,0,37
2020-06-21,151,Union,0,0
2020-06-22,152,Abbeville,0,2
2020-06-22,152,Anderson,0,18
2020-06-22,152,Cherokee,0,3
2020-06-22,152,Greenville,0,134
2020-06-22,152,Greenwood,0,18
2020-06-22,152,Laurens,0,18
2020-06-22,152,Oconee,0,26
2020-06-22,152,Pickens,0,35
2020-06-22,152,Spartanburg,1,17
2020-06-22,152,Union,0,4
2020-06-23,153,Abbeville,0,-1
2020-06-23,153,Anderson,0,20
2020-06-23,153,Cherokee,0,6
2020-06-23,153,Greenville,1,98
2020-06-23,153,Greenwood,0,3
2020-06-23,153,Laurens,0,17
2020-06-23,153,Oconee,0,18
2020-06-23,153,Pickens,0,30
2020-06-23,153,Spartanburg,0,47
2020-06-23,153,Union,0,4
2020-06-24,154,Abbeville,0,-1
2020-06-24,154,Anderson,0,22
2020-06-24,154,Cherokee,0,1
2020-06-24,154,Greenville,1,54
2020-06-24,154,Greenwood,1,8
