date,time,location,growth
2020-06-01,131,South West,2442
2020-06-02,132,Mid West,3496
2020-06-02,132,Mountain West,486
2020-06-02,132,North East,3949
2020-06-02,132,Other,66
2020-06-02,132,Pacific West,3373
2020-06-02,132,South,4752
2020-06-02,132,South West,1292
2020-06-03,133,Mid West,4457
2020-06-03,133,Mountain West,670
2020-06-03,133,North East,4145
2020-06-03,133,Other,31
2020-06-03,133,Pacific West,2935
2020-06-03,133,South,6068
2020-06-03,133,South West,3196
2020-06-04,134,Mid West,4333
2020-06-04,134,Mountain West,665
2020-06-04,134,North East,3498
2020-06-04,134,Other,141
2020-06-04,134,Pacific West,2632
2020-06-04,134,South,5827
2020-06-04,134,South West,2761
2020-06-05,135,Mid West,4346
2020-06-05,135,Mountain West,871
2020-06-05,135,North East,3955
2020-06-05,135,Other,118
2020-06-05,135,Pacific West,3288
2020-06-05,135,South,6657
2020-06-05,135,South West,2423
2020-06-06,136,Mid West,5106
2020-06-06,136,Mountain West,1009
2020-06-06,136,North East,4161
2020-06-06,136,Other,87
2020-06-06,136,Pacific West,4095
2020-06-06,136,South,7265
2020-06-06,136,South West,3680
2020-06-07,137,Mid West,3726
2020-06-07,137,Mountain West,994
2020-06-07,137,North East,3714
2020-06-07,137,Other,100
2020-06-07,137,Pacific West,3021
2020-06-07,137,South,6405
2020-06-07,137,South West,3182
2020-06-08,138,Mid West,3007
2020-06-08,138,Mountain West,612
2020-06-08,138,North East,2530
2020-06-08,138,Other,67
2020-06-08,138,Pacific West,2477
2020-06-08,138,South,6512
2020-06-08,138,South West,2723
2020-06-09,139,Mid West,2783
2020-06-09,139,Mountain West,651
2020-06-09,139,North East,2711
2020-06-09,139,Other,67
2020-06-09,139,Pacific West,3883
2020-06-09,139,South,5718
2020-06-09,139,South West,1803
2020-06-10,140,Mid West,3029
2020-06-10,140,Mountain West,678
2020-06-10,140,North East,2506
2020-06-10,140,Other,101
2020-06-10,140,Pacific West,3411
2020-06-10,140,South,6259
2020-06-10,140,South West,2399
2020-06-11,141,Mid West,3095
2020-06-11,141,Mountain West,686
2020-06-11,141,North East,2711
2020-06-11,141,Other,79
2020-06-11,141,Pacific West,3484
2020-06-11,141,South,6796
2020-06-11,141,South West,4260
2020-06-12,142,Mid West,3778
2020-06-12,142,Mountain West,822
2020-06-12,142,North East,3187
2020-06-12,142,Other,56
2020-06-12,142,Pacific West,4268
2020-06-12,142,South,7569
2020-06-12,142,South West,3486
2020-06-13,143,Mid West,3556
2020-06-13,143,Mountain West,852
2020-06-13,143,North East,2942
2020-06-13,143,Other,117
2020-06-13,143,Pacific West,3889
2020-06-13,143,South,9430
2020-06-13,143,South West,4042
2020-06-14,144,Mid West,3426
2020-06-14,144,Mountain West,930
2020-06-14,144,North East,2931
2020-06-14,144,Other,72
2020-06-14,144,Pacific West,3801
2020-06-14,144,South,10195
2020-06-14,144,South West,3857
2020-06-15,145,Mid West,2756
2020-06-15,145,Mountain West,718
2020-06-15,145,North East,1895
2020-06-15,145,Other,69
2020-06-15,145,Pacific West,2769
2020-06-15,145,South,7999
2020-06-15,145,South West,2735
2020-06-16,146,Mid West,2931
2020-06-16,146,Mountain West,605
2020-06-16,146,North East,2289
2020-06-16,146,Other,40
2020-06-16,146,Pacific West,4127
2020-06-16,146,South,6866
2020-06-16,146,South West,2969
2020-06-17,147,Mid West,2982
2020-06-17,147,Mountain West,918
2020-06-17,147,North East,2114
2020-06-17,147,Other,22
2020-06-17,147,Pacific West,4078
2020-06-17,147,South,7848
2020-06-17,147,South West,5705
2020-06-18,148,Mid West,3397
2020-06-18,148,Mountain West,1018
2020-06-18,148,North East,2108
2020-06-18,148,Other,39
2020-06-18,148,Pacific West,4835
2020-06-18,148,South,9436
2020-06-18,148,South West,6239
2020-06-19,149,Mid West,4361
2020-06-19,149,Mountain West,1206
2020-06-19,149,North East,2233
2020-06-19,149,Other,70
2020-06-19,149,Pacific West,5519
2020-06-19,149,South,9105
2020-06-19,149,South West,6043
2020-06-20,150,Mid West,4137
2020-06-20,150,Mountain West,1395
2020-06-20,150,North East,2617
2020-06-20,150,Other,60
2020-06-20,150,Pacific West,4962
2020-06-20,150,South,10732
2020-06-20,150,South West,7641
2020-06-21,151,Mid West,3999
2020-06-21,151,Mountain West,1427
2020-06-21,151,North East,2244
2020-06-21,151,Other,86
2020-06-21,151,Pacific West,5100
2020-06-21,151,South,11422
2020-06-21,151,South West,8002
2020-06-22,152,Mid West,4095
2020-06-22,152,Mountain West,888
2020-06-22,152,North East,1958
2020-06-22,152,Other,41
2020-06-22,152,Pacific West,3685
2020-06-22,152,South,9022
2020-06-22,152,South West,5461
2020-06-23,153,Mid West,3293
2020-06-23,153,Mountain West,1198
2020-06-23,153,North East,2333
2020-06-23,153,Other,45
2020-06-23,153,Pacific West,7492
2020-06-23,153,South,10536
2020-06-23,153,South West,7247
2020-06-24,154,Mid West,3537
2020-06-24,154,Mountain West,1082
2020-06-24,154,North East,2345
2020-06-24,154,Other,49
2020-06-24,154,Pacific West,8299
2020-06-24,154,South,12619
2020-06-24,154,South West,9141
2020-06-25,155,Mid West,4282
2020-06-25,155,Mountain West,1310
2020-06-25,155,North East,1871
2020-06-25,155,Other,62
2020-06-25,155,Pacific West,6031
2020-06-25,155,South,14588
2020-06-25,155,South West,7734
2020-06-26,156,Mid West,5652
2020-06-26,156,Mountain West,1955
2020-06-26,156,North East,2574
2020-06-26,156,Other,42
2020-06-26,156,Pacific West,6293
2020-06-26,156,South,14730
2020-06-26,156,South West,9080
2020-06-27,157,Mid West,5571
2020-06-27,157,Mountain West,1442
2020-06-27,157,North East,2706
2020-06-27,157,Other,47
2020-06-27,157,Pacific West,7123
2020-06-27,157,South,19842
2020-06-27,157,South West,9268
2020-06-28,158,Mid West,4892
2020-06-28,158,Mountain West,2407
2020-06-28,158,North East,2413
2020-06-28,158,Other,50
2020-06-28,158,Pacific West,4621
2020-06-28,158,South,17688
2020-06-28,158,South West,9259
2020-06-29,159,Mid West,4495
2020-06-29,159,Mountain West,1614
2020-06-29,159,North East,2058
2020-06-29,159,Other,54
2020-06-29,159,Pacific West,5907
2020-06-29,159,South,17829
2020-06-29,159,South West,8777
2020-06-30,160,Mid West,4369
2020-06-30,160,Mountain West,2021
2020-06-30,160,North East,2331
2020-06-30,160,Other,64
2020-06-30,160,Pacific West,9492
2020-06-30,160,South,15835
2020-06-30,160,South West,7187
2020-07-01,161,Mid West,5091
2020-07-01,161,Mountain West,1769
2020-07-01,161,North East,2486
2020-07-01,161,Other,94
2020-07-01,161,Pacific West,8988
2020-07-01,161,South,16841
2020-07-01,161,South West,11151
2020-07-02,162,Mid West,5434
2020-07-02,162,Mountain West,1787
2020-07-02,162,North East,2268
2020-07-02,162,Other,93
2020-07-02,162,Pacific West,8632
2020-07-02,162,South,19478
2020-07-02,162,South West,14128
2020-07-03,163,Mid West,6364
2020-07-03,163,Mountain West,1835
2020-07-03,163,North East,3421
2020-07-03,163,Other,79
2020-07-03,163,Pacific West,9368
2020-07-03,163,South,24675
2020-07-03,163,South West,10894
2020-07-04,164,Mid West,6292
2020-07-04,164,Mountain West,2319
2020-07-04,164,North East,3151
2020-07-04,164,Other,75
2020-07-04,164,Pacific West,4953
2020-07-04,164,South,22520
2020-07-04,164,South West,12041
2020-07-05,165,Mid West,5608
2020-07-05,165,Mountain West,2226
2020-07-05,165,North East,2183
2020-07-05,165,Other,51
2020-07-05,165,Pacific West,3259
2020-07-05,165,South,22310
2020-07-05,165,South West,10056
2020-07-06,166,Mid West,5115
2020-07-06,166,Mountain West,1888
2020-07-06,166,North East,2166
2020-07-06,166,Other,64
2020-07-06,166,Pacific West,12920
2020-07-06,166,South,20600
2020-07-06,166,South West,7994
2020-07-07,167,Mid West,4867
2020-07-07,167,Mountain West,1597
2020-07-07,167,North East,2455
2020-07-07,167,Other,280
2020-07-07,167,Pacific West,7110
2020-07-07,167,South,15650
2020-07-07,167,South West,11147
2020-07-08,168,Mid West,6961
2020-07-08,168,Mountain West,2446
2020-07-08,168,North East,2700
2020-07-08,168,Other,136
2020-07-08,168,Pacific West,13766
2020-07-08,168,South,20434
2020-07-08,168,South West,14218
2020-07-09,169,Mid West,7151
2020-07-09,169,Mountain West,2195
2020-07-09,169,North East,2505
2020-07-09,169,Other,107
2020-07-09,169,Pacific West,9213
2020-07-09,169,South,25774
2020-07-09,169,South West,13174
2020-07-10,170,Mid West,7391
2020-07-10,170,Mountain West,2197
2020-07-10,170,North East,3007
2020-07-10,170,Other,125
2020-07-10,170,Pacific West,10711
2020-07-10,170,South,23128
2020-07-10,170,South West,15950
2020-07-11,171,Mid West,8672
2020-07-11,171,Mountain West,3185
2020-07-11,171,North East,3272
2020-07-11,171,Other,190
2020-07-11,171,Pacific West,9475
2020-07-11,171,South,29462
2020-07-11,171,South West,13801
2020-07-12,172,Mid West,8215
2020-07-12,172,Mountain West,2672
2020-07-12,172,North East,2798
2020-07-12,172,Other,160
2020-07-12,172,Pacific West,8420
2020-07-12,172,South,26244
2020-07-12,172,South West,11508
2020-07-13,173,Mid West,6854
2020-07-13,173,Mountain West,2297
2020-07-13,173,North East,2554
2020-07-13,173,Other,208
2020-07-13,173,Pacific West,7004
2020-07-13,173,South,28484
2020-07-13,173,South West,11023
2020-07-14,174,Mid West,6198
2020-07-14,174,Mountain West,2328
2020-07-14,174,North East,2723
2020-07-14,174,Other,312
2020-07-14,174,Pacific West,10055
2020-07-14,174,South,28538
2020-07-14,174,South West,8776
2020-07-15,175,Mid West,7394
2020-07-15,175,Mountain West,2474
2020-07-15,175,North East,3495
2020-07-15,175,Other,136
2020-07-15,175,Pacific West,13870
2020-07-15,175,South,25788
2020-07-15,175,South West,14894
2020-07-16,176,Mid West,9072
2020-07-16,176,Mountain West,2639
2020-07-16,176,North East,3448
2020-07-16,176,Other,257
2020-07-16,176,Pacific West,10305
2020-07-16,176,South,27413
2020-07-16,176,South West,14956
2020-07-17,177,Mid West,8732
2020-07-17,177,Mountain West,3833
2020-07-17,177,North East,3212
2020-07-17,177,Other,134
2020-07-17,177,Pacific West,11084
2020-07-17,177,South,31368
2020-07-17,177,South West,17503
2020-07-18,178,Mid West,9312
2020-07-18,178,Mountain West,3522
2020-07-18,178,North East,3376
2020-07-18,178,Other,206
2020-07-18,178,Pacific West,10314
2020-07-18,178,South,29527
2020-07-18,178,South West,15979
2020-07-19,179,Mid West,8712
2020-07-19,179,Mountain West,3080
2020-07-19,179,North East,2918
2020-07-19,179,Other,289
2020-07-19,179,Pacific West,8751
2020-07-19,179,South,26328
2020-07-19,179,South West,12458
2020-07-20,180,Mid West,7151
2020-07-20,180,Mountain West,3078
2020-07-20,180,North East,2398
2020-07-20,180,Other,397
2020-07-20,180,Pacific West,7309
2020-07-20,180,South,29486
2020-07-20,180,South West,10637
2020-07-21,181,Mid West,7586
2020-07-21,181,Mountain West,2323
2020-07-21,181,North East,3257
2020-07-21,181,Other,324
2020-07-21,181,Pacific West,12240
2020-07-21,181,South,25744
2020-07-21,181,South West,10633
2020-07-22,182,Mid West,7989
2020-07-22,182,Mountain West,2491
2020-07-22,182,North East,3474
2020-07-22,182,Other,340
2020-07-22,182,Pacific West,12171
2020-07-22,182,South,25911
2020-07-22,182,South West,12085
2020-07-23,183,Mid West,9594
2020-07-23,183,Mountain West,2984
2020-07-23,183,North East,2975
2020-07-23,183,Other,196
2020-07-23,183,Pacific West,12894
2020-07-23,183,South,28174
2020-07-23,183,South West,13762
2020-07-24,184,Mid West,10312
2020-07-24,184,Mountain West,2969
2020-07-24,184,North East,3267
2020-07-24,184,Other,304
2020-07-24,184,Pacific West,10399
2020-07-24,184,South,29013
2020-07-24,184,South West,12181
2020-07-25,185,Mid West,11104
2020-07-25,185,Mountain West,3211
2020-07-25,185,North East,4626
2020-07-25,185,Other,319
2020-07-25,185,Pacific West,10802
2020-07-25,185,South,32229
2020-07-25,185,South West,11028
2020-07-26,186,Mid West,9784
2020-07-26,186,Mountain West,3224
2020-07-26,186,North East,3699
2020-07-26,186,Other,318
2020-07-26,186,Pacific West,7621
2020-07-26,186,South,26613
2020-07-26,186,South West,13694
2020-07-27,187,Mid West,9722
2020-07-27,187,Mountain West,2387
2020-07-27,187,North East,2834
2020-07-27,187,Other,257
2020-07-27,187,Pacific West,6687
2020-07-27,187,South,26836
2020-07-27,187,South West,6093
2020-07-28,188,Mid West,8616
2020-07-28,188,Mountain West,2251
2020-07-28,188,North East,4464
2020-07-28,188,Other,282
2020-07-28,188,Pacific West,7624
2020-07-28,188,South,24823
2020-07-28,188,South West,8723
2020-07-29,189,Mid West,8931
2020-07-29,189,Mountain West,2991
2020-07-29,189,North East,3541
2020-07-29,189,Other,269
2020-07-29,189,Pacific West,14055
2020-07-29,189,South,25463
2020-07-29,189,South West,11162
2020-07-30,190,Mid West,10312
2020-07-30,190,Mountain West,2386
2020-07-30,190,North East,3606
2020-07-30,190,Other,184
2020-07-30,190,Pacific West,15467
2020-07-30,190,South,26563
2020-07-30,190,South West,13355
2020-07-31,191,Mid West,11721
2020-07-31,191,Mountain West,2692
2020-07-31,191,North East,3749
2020-07-31,191,Other,280
2020-07-31,191,Pacific West,9625
2020-07-31,191,South,27599
2020-07-31,191,South West,11800
2020-08-01,192,Mid West,10675
2020-08-01,192,Mountain West,3034
2020-08-01,192,North East,4314
2020-08-01,192,Other,167
2020-08-01,192,Pacific West,9129
2020-08-01,192,South,26867
2020-08-01,192,South West,14526
2020-08-02,193,Mid West,9526
2020-08-02,193,Mountain West,2503
2020-08-02,193,North East,3181
2020-08-02,193,Other,645
2020-08-02,193,Pacific West,7065
2020-08-02,193,South,23985
2020-08-02,193,South West,9296
2020-08-03,194,Mid West,7475
2020-08-03,194,Mountain West,2215
2020-08-03,194,North East,2640
2020-08-03,194,Other,371
2020-08-03,194,Pacific West,6225
2020-08-03,194,South,21769
2020-08-03,194,South West,4873
2020-08-04,195,Mid West,7074
2020-08-04,195,Mountain West,2229
2020-08-04,195,North East,3603
2020-08-04,195,Other,343
2020-08-04,195,Pacific West,5798
2020-08-04,195,South,16031
2020-08-04,195,South West,10423
2020-08-05,196,Mid West,8775
2020-08-05,196,Mountain West,2467
2020-08-05,196,North East,3181
2020-08-05,196,Other,423
2020-08-05,196,Pacific West,11233
2020-08-05,196,South,20573
2020-08-05,196,South West,12122
2020-08-06,197,Mid West,9746
2020-08-06,197,Mountain West,2290
2020-08-06,197,North East,2947
2020-08-06,197,Other,342
2020-08-06,197,Pacific West,5657
2020-08-06,197,South,21016
2020-08-06,197,South West,12468
2020-08-07,198,Mid West,10191
2020-08-07,198,Mountain West,2660
2020-08-07,198,North East,3175
2020-08-07,198,Other,250
2020-08-07,198,Pacific West,11639
2020-08-07,198,South,22437
2020-08-07,198,South West,8997
2020-08-08,199,Mid West,10385
2020-08-08,199,Mountain West,2619
2020-08-08,199,North East,3237
2020-08-08,199,Other,498
2020-08-08,199,Pacific West,7492
2020-08-08,199,South,25564
2020-08-08,199,South West,9508
2020-08-09,200,Mid West,9530
2020-08-09,200,Mountain West,2412
2020-08-09,200,North East,2814
2020-08-09,200,Other,415
2020-08-09,200,Pacific West,8681
2020-08-09,200,South,22475
2020-08-09,200,South West,7807
2020-08-10,201,Mid West,8070
2020-08-10,201,Mountain West,1799
2020-08-10,201,North East,2737
2020-08-10,201,Other,467
2020-08-10,201,Pacific West,6204
2020-08-10,201,South,20110
2020-08-10,201,South West,6382
2020-08-11,202,Mid West,7196
2020-08-11,202,Mountain West,1869
2020-08-11,202,North East,3370
2020-08-11,202,Other,459
2020-08-11,202,Pacific West,14523
2020-08-11,202,South,13450
2020-08-11,202,South West,6739
2020-08-12,203,Mid West,8550
2020-08-12,203,Mountain West,1925
2020-08-12,203,North East,3083
2020-08-12,203,Other,420
2020-08-12,203,Pacific West,6667
2020-08-12,203,South,17669
2020-08-12,203,South West,9689
2020-08-13,204,Mid West,8874
2020-08-13,204,Mountain West,1894
2020-08-13,204,North East,2944
2020-08-13,204,Other,705
2020-08-13,204,Pacific West,12697
2020-08-13,204,South,21519
2020-08-13,204,South West,7407
2020-08-14,205,Mid West,10533
2020-08-14,205,Mountain West,2066
2020-08-14,205,North East,3918
2020-08-14,205,Other,246
2020-08-14,205,Pacific West,7497
2020-08-14,205,South,18534
2020-08-14,205,South West,8522
2020-08-15,206,Mid West,11325
2020-08-15,206,Mountain West,2710
2020-08-15,206,North East,3838
2020-08-15,206,Other,593
2020-08-15,206,Pacific West,16032
2020-08-15,206,South,19781
2020-08-15,206,South West,11057
2020-08-16,207,Mid West,10810
2020-08-16,207,Mountain West,1970
2020-08-16,207,North East,2939
2020-08-16,207,Other,424
2020-08-16,207,Pacific West,6339
2020-08-16,207,South,16280
2020-08-16,207,South West,8189
2020-08-17,208,Mid West,7343
2020-08-17,208,Mountain West,1697
2020-08-17,208,North East,1942
2020-08-17,208,Other,250
2020-08-17,208,Pacific West,6200
2020-08-17,208,South,13121
2020-08-17,208,South West,8659
2020-08-18,209,Mid West,7526
2020-08-18,209,Mountain West,1466
2020-08-18,209,North East,3020
2020-08-18,209,Other,590
2020-08-18,209,Pacific West,6488
2020-08-18,209,South,11507
2020-08-18,209,South West,6055
2020-08-19,210,Mid West,7040
2020-08-19,210,Mountain West,1663
2020-08-19,210,North East,2632
2020-08-19,210,Other,755
2020-08-19,210,Pacific West,9618
2020-08-19,210,South,14512
2020-08-19,210,South West,8813
2020-08-20,211,Mid West,9538
2020-08-20,211,Mountain West,1563
2020-08-20,211,North East,2519
2020-08-20,211,Other,164
2020-08-20,211,Pacific West,10314
2020-08-20,211,South,16807
2020-08-20,211,South West,6415
2020-08-21,212,Mid West,9923
2020-08-21,212,Mountain West,1918
2020-08-21,212,North East,2858
2020-08-21,212,Other,325
2020-08-21,212,Pacific West,6141
2020-08-21,212,South,16729
2020-08-21,212,South West,6147
2020-08-22,213,Mid West,10898
2020-08-22,213,Mountain West,1777
2020-08-22,213,North East,3125
2020-08-22,213,Other,624
2020-08-22,213,Pacific West,8013
2020-08-22,213,South,17932
2020-08-22,213,South West,6474
2020-08-23,214,Mid West,11585
2020-08-23,214,Mountain West,2132
2020-08-23,214,North East,2914
2020-08-23,214,Other,361
2020-08-23,214,Pacific West,6299
2020-08-23,214,South,14791
2020-08-23,214,South West,4982
2020-08-24,215,Mid West,7566
2020-08-24,215,Mountain West,1367
2020-08-24,215,North East,2048
2020-08-24,215,Other,324
2020-08-24,215,Pacific West,5645
2020-08-24,215,South,12341
2020-08-24,215,South West,4956
2020-08-25,216,Mid West,9094
2020-08-25,216,Mountain West,1153
2020-08-25,216,North East,3099
2020-08-25,216,Other,585
2020-08-25,216,Pacific West,6835
2020-08-25,216,South,10838
2020-08-25,216,South West,4878
2020-08-26,217,Mid West,8469
2020-08-26,217,Mountain West,1837
2020-08-26,217,North East,2384
2020-08-26,217,Other,206
2020-08-26,217,Pacific West,6543
2020-08-26,217,South,13651
2020-08-26,217,South West,7264
2020-08-27,218,Mid West,11317
2020-08-27,218,Mountain West,1368
2020-08-27,218,North East,2496
2020-08-27,218,Other,186
2020-08-27,218,Pacific West,6656
2020-08-27,218,South,16599
2020-08-27,218,South West,6550
2020-08-28,219,Mid West,13726
2020-08-28,219,Mountain West,1826
2020-08-28,219,North East,3075
2020-08-28,219,Other,703
2020-08-28,219,Pacific West,6003
2020-08-28,219,South,15150
2020-08-28,219,South West,4910
2020-08-29,220,Mid West,12236
2020-08-29,220,Mountain West,1920
2020-08-29,220,North East,3297
2020-08-29,220,Other,392
2020-08-29,220,Pacific West,6590
2020-08-29,220,South,16517
2020-08-29,220,South West,5880
2020-08-30,221,Mid West,11081
2020-08-30,221,Mountain West,1806
2020-08-30,221,North East,3088
2020-08-30,221,Other,439
2020-08-30,221,Pacific West,5508
2020-08-30,221,South,15028
2020-08-30,221,South West,5804
2020-08-31,222,Mid West,10745
2020-08-31,222,Mountain West,1391
2020-08-31,222,North East,2299
2020-08-31,222,Other,288
2020-08-31,222,Pacific West,4542
2020-08-31,222,South,11887
2020-08-31,222,South West,3252
2020-09-01,223,Mid West,8628
2020-09-01,223,Mountain West,1099
2020-09-01,223,North East,3410
2020-09-01,223,Other,333
2020-09-01,223,Pacific West,7176
2020-09-01,223,South,11137
2020-09-01,223,South West,3579
2020-09-02,224,Mid West,9505
2020-09-02,224,Mountain West,1436
2020-09-02,224,North East,3074
2020-09-02,224,Other,227
2020-09-02,224,Pacific West,4168
2020-09-02,224,South,17791
2020-09-02,224,South West,5645
2020-09-03,225,Mid West,10762
2020-09-03,225,Mountain West,1432
2020-09-03,225,North East,3067
2020-09-03,225,Other,434
2020-09-03,225,Pacific West,6651
2020-09-03,225,South,13826
2020-09-03,225,South West,4846
2020-09-04,226,Mid West,11726
2020-09-04,226,Mountain West,1596
2020-09-04,226,North East,3193
2020-09-04,226,Other,257
2020-09-04,226,Pacific West,6043
2020-09-04,226,South,16586
2020-09-04,226,South West,4850
2020-09-05,227,Mid West,16813
2020-09-05,227,Mountain West,1465
2020-09-05,227,North East,3723
2020-09-05,227,Other,142
2020-09-05,227,Pacific West,5865
2020-09-05,227,South,15568
2020-09-05,227,South West,6806
2020-09-06,228,Mid West,13102
2020-09-06,228,Mountain West,1948
2020-09-06,228,North East,3458
2020-09-06,228,Other,264
2020-09-06,228,Pacific West,5583
2020-09-06,228,South,13362
2020-09-06,228,South West,5441
2020-09-07,229,Mid West,7663
2020-09-07,229,Mountain West,1513
2020-09-07,229,North East,2772
2020-09-07,229,Other,81
2020-09-07,229,Pacific West,4014
2020-09-07,229,South,12366
2020-09-07,229,South West,2809
2020-09-08,230,Mid West,8004
2020-09-08,230,Mountain West,1069
2020-09-08,230,North East,2944
2020-09-08,230,Other,469
2020-09-08,230,Pacific West,2601
2020-09-08,230,South,7425
2020-09-08,230,South West,1101
2020-09-09,231,Mid West,7509
2020-09-09,231,Mountain West,1028
2020-09-09,231,North East,2688
2020-09-09,231,Other,186
2020-09-09,231,Pacific West,3928
2020-09-09,231,South,8138
2020-09-09,231,South West,3749
2020-09-10,232,Mid West,9302
2020-09-10,232,Mountain West,1164
2020-09-10,232,North East,2544
2020-09-10,232,Other,77
2020-09-10,232,Pacific West,3855
2020-09-10,232,South,11654
2020-09-10,232,South West,5453
2020-09-11,233,Mid West,11107
2020-09-11,233,Mountain West,1457
2020-09-11,233,North East,3306
2020-09-11,233,Other,576
2020-09-11,233,Pacific West,4572
2020-09-11,233,South,12684
2020-09-11,233,South West,2354
2020-09-12,234,Mid West,13134
2020-09-12,234,Mountain West,1743
2020-09-12,234,North East,4180
2020-09-12,234,Other,207
2020-09-12,234,Pacific West,5142
2020-09-12,234,South,16778
2020-09-12,234,South West,6585
2020-09-13,235,Mid West,12668
2020-09-13,235,Mountain West,1790
2020-09-13,235,North East,3989
2020-09-13,235,Other,280
2020-09-13,235,Pacific West,4829
2020-09-13,235,South,13975
2020-09-13,235,South West,3570
2020-09-14,236,Mid West,9519
2020-09-14,236,Mountain West,1619
2020-09-14,236,North East,2801
2020-09-14,236,Other,279
2020-09-14,236,Pacific West,3446
2020-09-14,236,South,11866
2020-09-14,236,South West,4842
2020-09-15,237,Mid West,10201
2020-09-15,237,Mountain West,1601
2020-09-15,237,North East,3604
2020-09-15,237,Other,276
2020-09-15,237,Pacific West,4091
2020-09-15,237,South,10306
2020-09-15,237,South West,4344
2020-09-16,238,Mid West,9923
2020-09-16,238,Mountain West,1661
2020-09-16,238,North East,3634
2020-09-16,238,Other,344
2020-09-16,238,Pacific West,3850
2020-09-16,238,South,12490
2020-09-16,238,South West,7590
2020-09-17,239,Mid West,11173
2020-09-17,239,Mountain West,2138
2020-09-17,239,North East,3299
2020-09-17,239,Other,149
2020-09-17,239,Pacific West,4283
2020-09-17,239,South,13226
2020-09-17,239,South West,4762
2020-09-18,240,Mid West,12935
2020-09-18,240,Mountain West,2415
2020-09-18,240,North East,4094
2020-09-18,240,Other,468
2020-09-18,240,Pacific West,4577
2020-09-18,240,South,14168
2020-09-18,240,South West,6473
2020-09-19,241,Mid West,15806
2020-09-19,241,Mountain West,3012
2020-09-19,241,North East,3555
2020-09-19,241,Other,589
2020-09-19,241,Pacific West,5624
2020-09-19,241,South,15814
2020-09-19,241,South West,4882
2020-09-20,242,Mid West,13530
2020-09-20,242,Mountain West,2620
2020-09-20,242,North East,3614
2020-09-20,242,Other,793
2020-09-20,242,Pacific West,4601
2020-09-20,242,South,13420
2020-09-20,242,South West,3624
2020-09-21,243,Mid West,12179
2020-09-21,243,Mountain West,2277
2020-09-21,243,North East,2971
2020-09-21,243,Other,327
2020-09-21,243,Pacific West,3475
2020-09-21,243,South,11005
2020-09-21,243,South West,6213
2020-09-22,244,Mid West,10924
2020-09-22,244,Mountain West,2008
2020-09-22,244,North East,3462
2020-09-22,244,Other,296
2020-09-22,244,Pacific West,4638
2020-09-22,244,South,8456
2020-09-22,244,South West,22094
2020-09-23,245,Mid West,10721
2020-09-23,245,Mountain West,2355
2020-09-23,245,North East,2824
2020-09-23,245,Other,183
2020-09-23,245,Pacific West,4054
2020-09-23,245,South,12343
2020-09-23,245,South West,7386
2020-09-24,246,Mid West,12561
2020-09-24,246,Mountain West,2763
2020-09-24,246,North East,3254
2020-09-24,246,Other,126
2020-09-24,246,Pacific West,4524
2020-09-24,246,South,13432
2020-09-24,246,South West,2409
2020-09-25,247,Mid West,14647
2020-09-25,247,Mountain West,3093
2020-09-25,247,North East,3718
2020-09-25,247,Other,801
2020-09-25,247,Pacific West,4958
2020-09-25,247,South,14215
2020-09-25,247,South West,5671
2020-09-26,248,Mid West,15856
2020-09-26,248,Mountain West,3636
2020-09-26,248,North East,4046
2020-09-26,248,Other,775
2020-09-26,248,Pacific West,5524
2020-09-26,248,South,13689
2020-09-26,248,South West,4769
2020-09-27,249,Mid West,15434
2020-09-27,249,Mountain West,3130
2020-09-27,249,North East,4250
2020-09-27,249,Other,461
2020-09-27,249,Pacific West,4738
2020-09-27,249,South,12517
2020-09-27,249,South West,4143
2020-09-28,250,Mid West,12344
2020-09-28,250,Mountain West,2583
2020-09-28,250,North East,3836
2020-09-28,250,Other,568
2020-09-28,250,Pacific West,3102
2020-09-28,250,South,9810
2020-09-28,250,South West,5285
2020-09-29,251,Mid West,11665
2020-09-29,251,Mountain West,2550
2020-09-29,251,North East,4430
2020-09-29,251,Other,711
2020-09-29,251,Pacific West,3701
2020-09-29,251,South,6836
2020-09-29,251,South West,3401
2020-09-30,252,Mid West,12058
2020-09-30,252,Mountain West,2522
2020-09-30,252,North East,4490
2020-09-30,252,Other,533
2020-09-30,252,Pacific West,4188
2020-09-30,252,South,12253
2020-09-30,252,South West,7294
2020-10-01,253,Mid West,12423
2020-10-01,253,Mountain West,2890
2020-10-01,253,North East,4254
2020-10-01,253,Other,270
2020-10-01,253,Pacific West,4605
2020-10-01,253,South,10781
2020-10-01,253,South West,4220
2020-10-02,254,Mid West,15104
2020-10-02,254,Mountain West,3197
2020-10-02,254,North East,5147
2020-10-02,254,Other,281
2020-10-02,254,Pacific West,4463
2020-10-02,254,South,12741
2020-10-02,254,South West,4717
2020-10-03,255,Mid West,18611
2020-10-03,255,Mountain West,3722
2020-10-03,255,North East,6384
2020-10-03,255,Other,461
2020-10-03,255,Pacific West,5105
2020-10-03,255,South,13922
2020-10-03,255,South West,6745
2020-10-04,256,Mid West,15629
2020-10-04,256,Mountain West,3367
2020-10-04,256,North East,4303
2020-10-04,256,Other,432
2020-10-04,256,Pacific West,4428
2020-10-04,256,South,14120
2020-10-04,256,South West,6298
2020-10-05,257,Mid West,10702
2020-10-05,257,Mountain West,2986
2020-10-05,257,North East,5315
2020-10-05,257,Other,276
2020-10-05,257,Pacific West,3852
2020-10-05,257,South,9615
2020-10-05,257,South West,2992
